"unique_key","created_date","closed_date","agency","agency_name","complaint_type","descriptor","location_type","incident_zip","incident_address","street_name","cross_street_1","cross_street_2","intersection_street_1","intersection_street_2","address_type","city","landmark","facility_type","status","due_date","resolution_description","resolution_action_updated_date","community_board","bbl","borough","x_coordinate_state_plane","y_coordinate_state_plane","open_data_channel_type","park_facility_name","park_borough","vehicle_type","taxi_company_borough","taxi_pick_up_location","bridge_highway_name","bridge_highway_direction","road_ramp","bridge_highway_segment","latitude","longitude","location",":@computed_region_efsh_h5xi",":@computed_region_f5dn_yrer",":@computed_region_yeji_bk3q",":@computed_region_92fq_4b7q",":@computed_region_sbqj_enih",":@computed_region_7mpf_4k6g"
"60611855","2024-03-17T15:29:31.000","2024-09-30T14:09:33.000","DPR","Department of Parks and Recreation","Maintenance or Facility","Structure - Outdoors","Park","11228","7614 FORT HAMILTON PARKWAY","FORT HAMILTON PARKWAY","76 STREET","77 STREET","76 STREET","77 STREET","ADDRESS","BROOKLYN","FORT HAMILTON PARKWAY",,"Closed",,"NYC Parks has completed the requested work order and corrected the problem.","2024-09-30T14:09:35.000","10 BROOKLYN","3059440001","BROOKLYN","979406","167037","MOBILE","McKinley Park","BROOKLYN",,,,,,,,"40.6251531585317","-74.01745006282535","
,  
(40.6251531585317, -74.01745006282535)","13511","10","2","44","41","41"
"60610871","2024-03-17T15:29:50.000","2024-03-17T17:15:25.000","NYPD","New York City Police Department","Abandoned Vehicle","With License Plate","Street/Sidewalk","11210","1695 EAST   21 STREET","EAST   21 STREET","AVENUE O","AVENUE P","AVENUE O","AVENUE P","ADDRESS","BROOKLYN","EAST   21 STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-03-17T17:15:28.000","14 BROOKLYN","3067680054","BROOKLYN","997400","162042","MOBILE","Unspecified","BROOKLYN","Car",,,,,,,"40.61143448761682","-73.95263807191498","
,  
(40.61143448761682, -73.95263807191498)","17217","60","2","15","43","43"
"60607083","2024-03-17T15:29:59.000","2024-03-18T14:45:27.000","HPD","Department of Housing Preservation and Development","HEAT/HOT WATER","ENTIRE BUILDING","RESIDENTIAL BUILDING","10451","286 EAST  149 STREET","EAST  149 STREET",,,,,"ADDRESS","BRONX",,,"Closed",,"The Department of Housing Preservation and Development contacted a tenant in the building and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.","2024-03-18T00:00:00.000","01 BRONX","2023300014","BRONX","1005909","236985","ONLINE","Unspecified","BRONX",,,,,,,,"40.81711822237042","-73.92175037969004","
,  
(40.81711822237042, -73.92175037969004)","10929","49","5","43","23","23"
"60611009","2024-03-17T15:30:00.000","2024-03-18T03:47:00.000","DSNY","Department of Sanitation","Derelict Vehicles","Derelict Vehicles","Street","11217","185 NEVINS STREET","NEVINS STREET","WARREN STREET","BALTIC STREET",,,"ADDRESS","BROOKLYN",,"DSNY Garage","Closed",,"The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.","2024-03-18T12:00:00.000","06 BROOKLYN","3003940001","BROOKLYN","988462","188064","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.682868001833405","-73.9848135266054","
,  
(40.682868001833405, -73.9848135266054)","17619","14","2","38","50","50"
"60608313","2024-03-17T15:30:08.000","2024-03-18T13:08:08.000","DSNY","Department of Sanitation","Residential Disposal Complaint","Waste Left in Front of Other Residence","Sidewalk","11103","36-18 28 AVENUE","28 AVENUE","36 STREET","37 STREET","36 STREET","37 STREET","ADDRESS","ASTORIA","28 AVENUE",,"Closed",,"The Department of Sanitation investigated this complaint and issued a Notice of Violation.","2024-03-18T13:08:12.000","01 QUEENS","4006300023","QUEENS","1007551","218543","PHONE","Unspecified","QUEENS",,,,,,,,"40.766495749222535","-73.91588214751903","
,  
(40.766495749222535, -73.91588214751903)","16860","39","3","4","72","72"
"60612880","2024-03-17T15:30:09.000","2024-03-17T16:13:26.000","NYPD","New York City Police Department","Illegal Parking","Paper License Plates","Street/Sidewalk","11367","67-01 KISSENA BOULEVARD","KISSENA BOULEVARD","65 AVENUE","MELBOURNE AVENUE","65 AVENUE","MELBOURNE AVENUE","ADDRESS","FLUSHING","KISSENA BOULEVARD",,"Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2024-03-17T16:13:30.000","08 QUEENS","4067920030","QUEENS","1035599","207211","ONLINE","Unspecified","QUEENS",,,,,,,,"40.735273921969004","-73.8147141224985","
,  
(40.735273921969004, -73.8147141224985)","14509","25","3","24","65","65"
"60606018","2024-03-17T15:30:09.000","2024-03-17T16:08:58.000","NYPD","New York City Police Department","Noise - Residential","Loud Talking","Residential Building/House","10467","712 EAST GUN HILL ROAD","EAST GUN HILL ROAD","WHITE PLAINS ROAD","HOLLAND AVENUE","WHITE PLAINS ROAD","HOLLAND AVENUE","ADDRESS","BRONX","EAST GUN HILL ROAD",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-03-17T16:09:02.000","12 BRONX","2046290050","BRONX","1021339","258894","ONLINE","Unspecified","BRONX",,,,,,,,"40.87720059434862","-73.86588376795467","
,  
(40.87720059434862, -73.86588376795467)","11605","29","5","2","30","30"
"60606444","2024-03-17T15:30:26.000","2024-03-17T18:38:29.000","NYPD","New York City Police Department","Illegal Parking","Paper License Plates","Street/Sidewalk","11208","11 KARWEG PLACE","KARWEG PLACE","GRANT AVENUE","ELDERT LANE","GRANT AVENUE","ELDERT LANE","ADDRESS","BROOKLYN","KARWEG PLACE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2024-03-17T18:38:35.000","05 BROOKLYN","3041230044","BROOKLYN","1020917","189847","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.687686979851485","-73.86778659267888","
,  
(40.687686979851485, -73.86778659267888)","17215","45","2","37","47","47"
"60612593","2024-03-17T15:30:40.000","2024-03-28T14:05:00.000","DOT","Department of Transportation","Street Condition","Pothole",,"10451","COURTLANDT AVENUE","COURTLANDT AVENUE","EAST  151 STREET","EAST  152 STREET",,,"BLOCKFACE","BRONX",,"N/A","Closed",,"The Department of Transportation inspected this complaint and did not find the reported problem.","2024-03-28T14:05:00.000","01 BRONX",,"BRONX",,,"UNKNOWN","Unspecified","BRONX",,,,,,,,,,,,,,,,
"60607765","2024-03-17T15:30:52.000","2024-03-17T17:10:10.000","NYPD","New York City Police Department","Noise - Commercial","Loud Music/Party","Store/Commercial","11368","107-12 OTIS AVENUE","OTIS AVENUE","VAN DOREN STREET","108 STREET","VAN DOREN STREET","108 STREET","ADDRESS","CORONA","OTIS AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-03-17T17:10:13.000","04 QUEENS","4019600049","QUEENS","1024686","209133","ONLINE","Unspecified","QUEENS",,,,,,,,"40.740605953784346","-73.85408056221553","
,  
(40.740605953784346, -73.85408056221553)","14510","66","3","21","68","68"
"60606246","2024-03-17T15:31:19.000",,"DPR","Department of Parks and Recreation","Damaged Tree","Branch Cracked and Will Fall","Street","10306","EDISON STREET","EDISON STREET","EDISON STREET","FREMONT AVENUE","EDISON STREET","FREMONT AVENUE","INTERSECTION",,,,"In Progress",,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.","2024-03-18T09:17:53.000","02 STATEN ISLAND",,"STATEN ISLAND","954319","149879","PHONE","Unspecified","STATEN ISLAND",,,,,,,,"40.57800873166703","-74.10774758291534","
,  
(40.57800873166703, -74.10774758291534)","10693","30","1","14","76","76"
"60611446","2024-03-17T15:31:24.000","2024-03-17T16:23:56.000","NYPD","New York City Police Department","Noise - Residential","Banging/Pounding","Residential Building/House","10473","535 HAVEMEYER AVENUE","HAVEMEYER AVENUE","LACOMBE AVENUE","RANDALL AVENUE","LACOMBE AVENUE","RANDALL AVENUE","ADDRESS","BRONX","HAVEMEYER AVENUE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2024-03-17T16:23:58.000","09 BRONX","2035370001","BRONX","1027243","237367","MOBILE","Unspecified","BRONX",,,,,,,,"40.81808863502929","-73.84467259346006","
,  
(40.81808863502929, -73.84467259346006)","11611","58","5","31","26","26"
"60612162","2024-03-17T15:31:26.000","2024-03-17T16:48:44.000","NYPD","New York City Police Department","Illegal Parking","Posted Parking Sign Violation","Street/Sidewalk","11220","6801 8 AVENUE","8 AVENUE","68 STREET","BAY RIDGE AVENUE","68 STREET","BAY RIDGE AVENUE","ADDRESS","BROOKLYN","8 AVENUE",,"Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2024-03-17T16:48:46.000","10 BROOKLYN",,"BROOKLYN","980253","169103","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.63082431624823","-74.01440004705663","
,  
(40.63082431624823, -74.01440004705663)","18180","10","2","44","41","41"
"60607565","2024-03-17T15:32:05.000","2024-03-17T15:47:20.000","NYPD","New York City Police Department","Illegal Parking","Blocked Sidewalk","Street/Sidewalk","11205","298 CLASSON AVENUE","CLASSON AVENUE","DEKALB AVENUE","LAFAYETTE AVENUE","DEKALB AVENUE","LAFAYETTE AVENUE","ADDRESS","BROOKLYN","CLASSON AVENUE",,"Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2024-03-17T15:47:23.000","02 BROOKLYN","3019330121","BROOKLYN","995261","190775","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.690303228634036","-73.96029513058312","
,  
(40.690303228634036, -73.96029513058312)","13829","68","2","48","55","55"
"60610948","2024-03-17T15:32:20.000","2024-03-29T15:33:23.000","DPR","Department of Parks and Recreation","Maintenance or Facility","Garbage or Litter","Park","10453","1801 DAVIDSON AVENUE","DAVIDSON AVENUE","WEST  176 STREET","WEST  177 STREET","WEST  176 STREET","WEST  177 STREET","ADDRESS","BRONX","DAVIDSON AVENUE",,"Closed",,"NYC Parks has completed the requested work order and corrected the problem.","2024-03-29T15:33:25.000","05 BRONX","2028670142","BRONX","1008479","248689","MOBILE","Davidson Park","BRONX",,,,,,,,"40.84923564056095","-73.91242321699396","
,  
(40.84923564056095, -73.91242321699396)","10931","6","5","29","29","29"
"60610907","2024-03-17T15:32:24.000",,"DPR","Department of Parks and Recreation","New Tree Request","For One Address","Street","10012","167 WEST HOUSTON STREET","WEST HOUSTON STREET","MAC DOUGAL STREET","AVENUE OF THE AMERICAS","MAC DOUGAL STREET","AVENUE OF THE AMERICAS","ADDRESS","NEW YORK","WEST HOUSTON STREET",,"In Progress",,"NYC Parks will inspect the site to determine if it is suitable for a new street tree, including a review of potential conflicts with other infrastructure. If the site is found to be suitable, a tree will be planted during the next available planting season. You may review recently completed and upcoming street tree plantings in your neighborhood by visiting the NYC Parks Tree Work Hub at nyc.gov/parks/treework.","2025-01-28T08:31:15.000","02 MANHATTAN","1005200070","MANHATTAN","983553","204584","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.728212482642874","-74.00251476125237","
,  
(40.728212482642874, -74.00251476125237)","12075","57","4","10","1","1"
"60612342","2024-03-17T15:32:59.000","2024-03-17T17:57:37.000","NYPD","New York City Police Department","Noise - Residential","Banging/Pounding","Residential Building/House","10463","5360 BROADWAY","BROADWAY","WEST  228 STREET",,"WEST  228 STREET",,"ADDRESS","NEW YORK","BROADWAY",,"Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2024-03-17T17:57:40.000","08 BRONX","1022150116","MANHATTAN","1009718","258450","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.876023136178674","-73.9079077083527","
,  
(40.876023136178674, -73.9079077083527)","11272","48","4","39","33","33"
"60606378","2024-03-17T15:33:00.000","2024-03-20T12:21:00.000","DSNY","Department of Sanitation","Derelict Vehicles","Derelict Vehicles","Street","11379","75-42 67 DRIVE","67 DRIVE","75 STREET","78 STREET",,,"ADDRESS","MIDDLE VILLAGE",,,"Closed",,"The Department of Sanitation (DSNY) tagged the vehicle to confirm it was abandoned. The owner then claimed the vehicle. DSNY closed your Service Request. No further action will be taken.","2024-03-20T12:00:00.000","05 QUEENS","4037750028","QUEENS","1018342","198500","PHONE","Unspecified","QUEENS",,,,,,,,"40.71144771369148","-73.87702768168036","
,  
(40.71144771369148, -73.87702768168036)","15309","54","3","34","62","62"
"60607649","2024-03-17T15:33:08.000","2024-10-26T00:00:00.000","DOB","Department of Buildings","Building/Use","Illegal Conversion Of Residential Building/Space",,"11379","61-50 70 STREET","70 STREET",,,,,"ADDRESS","MIDDLE VILLAGE",,,"Closed",,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).","2024-10-26T00:00:00.000","05 QUEENS","4029260031","QUEENS","1015496","201589","UNKNOWN","Unspecified","QUEENS",,,,,,,,"40.7199367809408","-73.88727906044888","
,  
(40.7199367809408, -73.88727906044888)","15309","54","3","34","62","62"
"60611020","2024-03-17T15:33:37.000","2024-03-17T16:32:49.000","NYPD","New York City Police Department","Encampment","N/A","Residential Building/House","11235","2742 BRIGHTON    8 STREET","BRIGHTON    8 STREET","SHORE PARKWAY","BANNER AVENUE","SHORE PARKWAY","BANNER AVENUE","ADDRESS","BROOKLYN","BRIGHTON    8 STREET",,"Closed",,"The Police Department visited the location and no Encampment was found.","2024-03-17T16:32:54.000","13 BROOKLYN","3072450012","BROOKLYN","994978","151884","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.583556095409094","-73.96137744047012","
,  
(40.583556095409094, -73.96137744047012)","13826","21","2","15","35","35"
"60610945","2024-03-17T15:33:51.000","2024-03-19T11:59:42.000","TLC","Taxi and Limousine Commission","Lost Property","Bag/Wallet","Taxi","10014","63 GANSEVOORT STREET","GANSEVOORT STREET","9 AVENUE","WASHINGTON STREET","9 AVENUE","WASHINGTON STREET","ADDRESS","NEW YORK","GANSEVOORT STREET",,"Closed",,"See notes for information.","2024-03-22T15:44:29.000","02 MANHATTAN","1006440043","MANHATTAN","982232","208659","ONLINE","Unspecified","MANHATTAN",,,"63 GANSEVOORT STREET, MANHATTAN (NEW YORK), NY, 10014",,,,,"40.73939715219562","-74.00728212353474","
,  
(40.73939715219562, -74.00728212353474)","12077","57","4","10","3","3"
"60611177","2024-03-17T15:33:58.000","2024-03-17T16:22:53.000","NYPD","New York City Police Department","Illegal Parking","Blocked Hydrant","Street/Sidewalk","11691","338 BEACH   41 STREET","BEACH   41 STREET","ROCKAWAY BEACH BOULEVARD","BEACH CHANNEL DRIVE","ROCKAWAY BEACH BOULEVARD","BEACH CHANNEL DRIVE","ADDRESS","FAR ROCKAWAY","BEACH   41 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2024-03-17T16:22:57.000","14 QUEENS","4158300029","QUEENS","1047318","156262","ONLINE","Unspecified","QUEENS",,,,,,,,"40.5953549296482","-73.77290448832359","
,  
(40.5953549296482, -73.77290448832359)","20529","51","3","47","59","59"
"60609245","2024-03-17T15:34:18.000","2024-04-17T04:03:37.000","DCWP","Department of Consumer and Worker Protection","Consumer Complaint","Restaurant","Business","10018","213 WEST   40 STREET","WEST   40 STREET","7 AVENUE","8 AVENUE","7 AVENUE","8 AVENUE","ADDRESS","NEW YORK","WEST   40 STREET",,"Closed",,"The Department of Consumer and Worker Protection (DCWP) closed your complaint. It was closed because you didn't submit a completed complaint form or requested documents within 30 days of DCWP's request.","2024-04-17T04:03:39.000","05 MANHATTAN","1010120025","MANHATTAN","987421","214358","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.7550391370205","-73.9885544914898","
,  
(40.7550391370205, -73.9885544914898)","12080","11","4","10","8","8"
"60606179","2024-03-17T15:34:28.000","2024-04-15T14:54:17.000","HPD","Department of Housing Preservation and Development","DOOR/WINDOW","WINDOW FRAME","RESIDENTIAL BUILDING","10460","1967 MARMION AVENUE","MARMION AVENUE",,,,,"ADDRESS","BRONX",,,"Closed",,"The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.","2024-04-15T00:00:00.000","06 BRONX","2031070036","BRONX","1015606","246613","PHONE","Unspecified","BRONX",,,,,,,,"40.843515202688536","-73.8866720963765","
,  
(40.843515202688536, -73.8866720963765)","11269","35","5","43","31","31"
"60607034","2024-03-17T15:34:28.000","2024-04-15T14:54:17.000","HPD","Department of Housing Preservation and Development","DOOR/WINDOW","DOOR FRAME","RESIDENTIAL BUILDING","10460","1967 MARMION AVENUE","MARMION AVENUE",,,,,"ADDRESS","BRONX",,,"Closed",,"The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.","2024-04-15T00:00:00.000","06 BRONX","2031070036","BRONX","1015606","246613","PHONE","Unspecified","BRONX",,,,,,,,"40.843515202688536","-73.8866720963765","
,  
(40.843515202688536, -73.8866720963765)","11269","35","5","43","31","31"
"60611646","2024-03-17T15:34:28.000","2024-04-15T14:54:17.000","HPD","Department of Housing Preservation and Development","DOOR/WINDOW","WINDOW PANE","RESIDENTIAL BUILDING","10460","1967 MARMION AVENUE","MARMION AVENUE",,,,,"ADDRESS","BRONX",,,"Closed",,"The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.","2024-04-15T00:00:00.000","06 BRONX","2031070036","BRONX","1015606","246613","PHONE","Unspecified","BRONX",,,,,,,,"40.843515202688536","-73.8866720963765","
,  
(40.843515202688536, -73.8866720963765)","11269","35","5","43","31","31"
"60607031","2024-03-17T15:34:28.000","2024-04-15T14:54:17.000","HPD","Department of Housing Preservation and Development","DOOR/WINDOW","DOOR","RESIDENTIAL BUILDING","10460","1967 MARMION AVENUE","MARMION AVENUE",,,,,"ADDRESS","BRONX",,,"Closed",,"The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.","2024-04-15T00:00:00.000","06 BRONX","2031070036","BRONX","1015606","246613","PHONE","Unspecified","BRONX",,,,,,,,"40.843515202688536","-73.8866720963765","
,  
(40.843515202688536, -73.8866720963765)","11269","35","5","43","31","31"
"60608025","2024-03-17T15:34:28.000","2024-04-15T14:54:17.000","HPD","Department of Housing Preservation and Development","FLOORING/STAIRS","FLOOR","RESIDENTIAL BUILDING","10460","1967 MARMION AVENUE","MARMION AVENUE",,,,,"ADDRESS","BRONX",,,"Closed",,"The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.","2024-04-15T00:00:00.000","06 BRONX","2031070036","BRONX","1015606","246613","PHONE","Unspecified","BRONX",,,,,,,,"40.843515202688536","-73.8866720963765","
,  
(40.843515202688536, -73.8866720963765)","11269","35","5","43","31","31"
"60612521","2024-03-17T15:34:28.000","2024-04-15T14:54:17.000","HPD","Department of Housing Preservation and Development","DOOR/WINDOW","DOOR","RESIDENTIAL BUILDING","10460","1967 MARMION AVENUE","MARMION AVENUE",,,,,"ADDRESS","BRONX",,,"Closed",,"The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.","2024-04-15T00:00:00.000","06 BRONX","2031070036","BRONX","1015606","246613","PHONE","Unspecified","BRONX",,,,,,,,"40.843515202688536","-73.8866720963765","
,  
(40.843515202688536, -73.8866720963765)","11269","35","5","43","31","31"
"60610797","2024-03-17T15:34:43.000","2024-03-18T20:22:34.000","HPD","Department of Housing Preservation and Development","HEAT/HOT WATER","ENTIRE BUILDING","RESIDENTIAL BUILDING","10034","80 SEAMAN AVENUE","SEAMAN AVENUE",,,,,"ADDRESS","NEW YORK",,,"Closed",,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.","2024-03-18T00:00:00.000","12 MANHATTAN","1022480032","MANHATTAN","1004962","255550","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.868075970452765","-73.92511436036561","
,  
(40.868075970452765, -73.92511436036561)","13092","47","4","39","22","22"
"60607477","2024-03-17T15:35:00.000","2024-03-24T12:00:00.000","DEP","Department of Environmental Protection","Noise","Noise: Construction Equipment (NC1)",,"11222","167 MESEROLE AVENUE","MESEROLE AVENUE","MC GUINNESS BLVD","NEWEL ST",,,"ADDRESS","BROOKLYN",,"N/A","Closed",,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).","2024-03-24T12:00:00.000","01 BROOKLYN","3026000031","BROOKLYN","998175","204538","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.72807529065825","-73.94975899532004","
,  
(40.72807529065825, -73.94975899532004)","18182","36","2","38","57","57"
"60608289","2024-03-17T15:35:17.000",,"DHS","Department of Homeless Services","Homeless Person Assistance",,"Subway",,,,,,,,"ADDRESS",,,,"Closed",,"The mobile outreach response team went to the location provided but could not find the individual that you reported.","2024-03-19T10:58:02.000","Unspecified MANHATTAN",,"MANHATTAN","997602","222687","MOBILE","Unspecified","MANHATTAN",,,,"Q",,,"Other","40.77789056928608","-73.95179032471655","
,  
(40.77789056928608, -73.95179032471655)","12425","23","4","1","11","11"
"60610416","2024-03-17T15:35:26.000","2024-03-17T18:40:03.000","NYPD","New York City Police Department","Blocked Driveway","No Access","Street/Sidewalk","11229","2067 EAST   12 STREET","EAST   12 STREET","AVENUE T","AVENUE U","AVENUE T","AVENUE U","ADDRESS","BROOKLYN","EAST   12 STREET",,"Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2024-03-17T18:40:08.000","15 BROOKLYN","3073160053","BROOKLYN","995292","157613","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.59928066538098","-73.96023762681348","
,  
(40.59928066538098, -73.96023762681348)","18183","32","2","15","36","36"
"60606633","2024-03-17T15:35:31.000","2024-03-17T15:58:00.000","NYPD","New York City Police Department","Illegal Parking","Posted Parking Sign Violation","Street/Sidewalk","11220","6521 8 AVENUE","8 AVENUE","65 STREET","66 STREET","65 STREET","66 STREET","ADDRESS","BROOKLYN","8 AVENUE",,"Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2024-03-17T15:58:04.000","10 BROOKLYN","3057490001","BROOKLYN","980721","169694","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.63244668501321","-74.01271428606665","
,  
(40.63244668501321, -74.01271428606665)","18180","10","2","7","41","41"
"60610609","2024-03-17T15:35:41.000","2024-03-17T16:44:40.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","11226","180 LENOX ROAD","LENOX ROAD","BEDFORD AVENUE","ROGERS AVENUE","BEDFORD AVENUE","ROGERS AVENUE","ADDRESS","BROOKLYN","LENOX ROAD",,"Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2024-03-17T16:44:42.000","17 BROOKLYN","3050840042","BROOKLYN","997068","177517","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.65391056381976","-73.95380443229466","
,  
(40.65391056381976, -73.95380443229466)","13510","61","2","11","40","40"
"60607184","2024-03-17T15:36:23.000","2024-03-18T21:52:06.000","NYPD","New York City Police Department","Abandoned Vehicle","With License Plate","Street/Sidewalk","11411","115-143 SPRINGFIELD BOULEVARD","SPRINGFIELD BOULEVARD","115 ROAD","116 AVENUE","115 ROAD","116 AVENUE","ADDRESS","CAMBRIA HEIGHTS","SPRINGFIELD BOULEVARD",,"Closed",,"The Police Department responded to the complaint and a report was prepared.","2024-03-18T21:52:12.000","13 QUEENS","4112980008","QUEENS","1055522","193674","ONLINE","Unspecified","QUEENS","SUV",,,,,,,"40.69798015548565","-73.74296837073292","
,  
(40.69798015548565, -73.74296837073292)","15311","63","3","6","63","63"
"60608166","2024-03-17T15:36:33.000",,"DPR","Department of Parks and Recreation","New Tree Request","For One Address","Street","10012","75 WEST HOUSTON STREET","WEST HOUSTON STREET","WOOSTER STREET","WEST BROADWAY","WOOSTER STREET","WEST BROADWAY","ADDRESS","NEW YORK","WEST HOUSTON STREET",,"In Progress",,"NYC Parks will inspect the site to determine if it is suitable for a new street tree, including a review of potential conflicts with other infrastructure. If the site is found to be suitable, a tree will be planted during the next available planting season. You may review recently completed and upcoming street tree plantings in your neighborhood by visiting the NYC Parks Tree Work Hub at nyc.gov/parks/treework.","2025-01-28T08:34:32.000","02 MANHATTAN","1005150015","MANHATTAN","984375","204049","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.726744064579805","-73.99954901258255","
,  
(40.726744064579805, -73.99954901258255)","12075","57","4","32","1","1"
"60610921","2024-03-17T15:36:53.000","2024-07-09T07:47:38.000","TLC","Taxi and Limousine Commission","Taxi Complaint","Driver Complaint - Passenger","Street","11430","JOHN F KENNEDY AIRPORT","JOHN F KENNEDY AIRPORT","BEND","AIRTRAIN-HOWARD BCH/JAMAICA LINE","BEND","AIRTRAIN-HOWARD BCH/JAMAICA LINE","UNRECOGNIZED","JAMAICA","JOHN F KENNEDY AIRPORT",,"Closed",,"A representative from the Taxi and Limousine Commission (TLC) called and left a message for you and emailed you but has not been able to get in touch with you to confirm the details of your complaint. As a result, the TLC has closed your complaint. If you would like to have your complaint reopened, please call (718) 391-5617.","2024-07-09T07:47:40.000","83 QUEENS","4142600001","QUEENS","1043001","175548","ONLINE","Unspecified","QUEENS",,,"JOHN F KENNEDY AIRPORT, QUEENS (JAMAICA) ,NY, 11430",,,,,"40.64832048620134","-73.78828125130184","
,  
(40.64832048620134, -73.78828125130184)","24339","64","3","46","71","71"
"60608184","2024-03-17T15:36:54.000","2024-06-04T08:43:25.000","DOHMH","Department of Health and Mental Hygiene","Food Establishment","Food Spoiled","Restaurant/Bar/Deli/Bakery","10302","99 PORT RICHMOND AVENUE","PORT RICHMOND AVENUE","ANN STREET","BENNETT STREET","ANN STREET","BENNETT STREET","ADDRESS","STATEN ISLAND","PORT RICHMOND AVENUE",,"Closed",,"This SR was administratively closed. The issue you reported was addressed.","2024-06-04T08:43:29.000","01 STATEN ISLAND","5010050006","STATEN ISLAND","947356","171942","PHONE","Unspecified","STATEN ISLAND",,,,,,,,"40.63854083113813","-74.1329339438294","
,  
(40.63854083113813, -74.1329339438294)","10370","4","1","13","75","75"
"60608307","2024-03-17T15:37:05.000","2024-03-19T14:15:31.000","DSNY","Department of Sanitation","Missed Collection","Trash","Street","11217","36 7 AVENUE","7 AVENUE","STERLING PLACE","ST JOHNS PLACE","STERLING PLACE","ST JOHNS PLACE","ADDRESS","BROOKLYN","7 AVENUE",,"Closed",,"The Department of Sanitation found an open service request already exists for the same location.","2024-03-18T13:59:20.000","06 BROOKLYN","3009450044","BROOKLYN","991483","185834","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.67674520463186","-73.9739236280695","
,  
(40.67674520463186, -73.9739236280695)","17619","14","2","27","50","50"
"60606570","2024-03-17T15:37:17.000","2024-03-17T16:19:20.000","NYPD","New York City Police Department","Illegal Parking","Blocked Hydrant","Street/Sidewalk","10023","49 WEST   70 STREET","WEST   70 STREET","CENTRAL PARK WEST","COLUMBUS AVENUE","CENTRAL PARK WEST","COLUMBUS AVENUE","ADDRESS","NEW YORK","WEST   70 STREET",,"Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2024-03-17T16:19:23.000","07 MANHATTAN","1011230011","MANHATTAN","990260","221817","MOBILE","Unspecified","MANHATTAN",,,,,,,,"40.77551068970662","-73.97830064545279","
,  
(40.77551068970662, -73.97830064545279)","12420","20","4","19","12","12"
